,mean_mfccs,mean_chroma_stft,tempo,pulse,flatness,contrast,zero_crossing,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
517,-1.1141485748874247,-0.40746854504620567,-0.8488667825593171,-0.5737586728003249,0.006570092402398586,-0.036619967618586,-0.46725713935539054,0,0,0,0,0,1,0,0,0,0
751,1.2341739286714708,0.8372119427347251,-0.4187612117487038,-0.4202706399924844,0.11391064524650575,-1.49205320854181,3.0229642748819794,0,0,0,0,0,0,0,1,0,0
844,0.7386108405958319,0.8636728817749931,2.4486092603220513,1.4666283996978475,0.03886469826102257,-1.359604299676389,-0.38453200469090537,0,0,0,0,0,0,0,0,1,0
719,0.4672143331946514,-0.027071927334025164,-1.3788182894509657,0.3965950250563294,0.07221606373786926,-1.2848481234945297,1.2500199692488372,0,0,0,0,0,0,0,1,0,0
965,0.3228891042233026,0.202416175592841,0.0932692296925024,0.1807425207531125,0.006964706350117922,0.3381023081894656,0.6078809932814706,0,0,0,0,0,0,0,0,0,1
973,0.9214747539529672,0.9777525632444565,-1.2152530095461358,0.9967546702002281,0.009681195951998234,0.006163252165421445,0.15161201024538512,0,0,0,0,0,0,0,0,0,1
380,-0.9268708747997393,0.1207922729829013,-1.0391057850332424,1.118973912472212,0.007162151858210564,0.5980386191073374,-0.45250154403145926,0,0,0,1,0,0,0,0,0,0
241,0.5112458042131842,0.23477889521124135,0.38768673352119604,0.44040300387250975,0.03515786305069924,-0.9058141511292702,-0.18650397844870778,0,0,1,0,0,0,0,0,0,0
755,0.22575333194062255,0.661689076203562,-0.8488667825593171,-0.044627128867802845,0.08921850472688675,-1.4078383464865543,1.526407782883648,0,0,0,0,0,0,0,1,0,0
876,0.8882727541666771,0.7576514007102887,1.9333786286218375,0.43879882925594904,0.03728266805410385,-1.126010752025493,-0.3686580146113705,0,0,0,0,0,0,0,0,1,0
765,-0.08965325119521163,-0.401806893803988,-0.17438304651540126,0.34929613249677866,0.034120239317417145,-1.1171030169611686,-0.08382812443426173,0,0,0,0,0,0,0,1,0,0
609,1.9598796807759586,1.8180253244127462,-0.4187612117487038,-0.07082644815592272,0.008596333675086498,-0.31450253369874426,-0.21583478284566654,0,0,0,0,0,0,1,0,0,0
740,0.8552418238302342,-1.058210651796182,0.38768673352119604,0.7313249029045522,0.011267458088696005,-0.10622316835625323,-0.1891015404617226,0,0,0,0,0,0,0,1,0,0
381,-0.9063271325008466,-0.25025608778583214,0.38768673352119604,-0.33708411394110027,0.0085168881341815,0.8335790320232289,0.30439916476090834,0,0,0,1,0,0,0,0,0,0
837,0.0828577204065735,1.7011071536199662,1.478763365356941,-3.0620013727973463,0.006024643778800964,-0.1473521716501335,-0.966421972856401,0,0,0,0,0,0,0,0,1,0
892,0.18331828673656586,0.24587849057878358,1.0746609091214812,1.212836564098989,0.015136314556002615,-1.170851417010313,0.3893610889366007,0,0,0,0,0,0,0,0,1,0
48,0.48013963724049163,0.010380950304644103,0.0932692296925024,0.1709268972645612,0.005732528399676085,0.5002237488009494,-0.11748819885291181,1,0,0,0,0,0,0,0,0,0
76,1.0989219476410832,-0.15987403330261718,-0.17438304651540126,0.40575120197494713,0.009515070356428623,1.3460110046347336,0.7847677509177422,1,0,0,0,0,0,0,0,0,0
399,0.09778475398515225,0.7630455522515552,0.0932692296925024,-0.046022873344248455,0.013036258518695831,0.2958588263039197,0.21229394504942528,0,0,0,1,0,0,0,0,0,0
983,0.33847844598628835,0.00046849890325720436,0.0932692296925024,1.5685061023364717,0.00653847074136138,0.8214968844472369,-0.2598490280661951,0,0,0,0,0,0,0,0,0,1
317,-0.25117049577025274,0.31614551638984467,0.0932692296925024,1.2941988412517915,0.042934566736221313,-0.9021575455393548,0.40729148227643897,0,0,0,1,0,0,0,0,0,0
804,-0.014143759921420355,0.28508964046735646,0.0932692296925024,0.08363115353460858,0.006591559387743473,0.8446528595584342,-0.4595005305665269,0,0,0,0,0,0,0,0,1,0
282,0.5108812489965405,0.08998382516033661,-0.17438304651540126,0.7598755625815258,0.010732293128967285,0.6104676878474232,0.05719784652233337,0,0,1,0,0,0,0,0,0,0
486,0.21239072987321336,1.2375531629794363,-1.0391057850332424,0.9241829439101996,0.006656533107161522,-0.1772671488920732,-0.5690310621153176,0,0,0,0,1,0,0,0,0,0
743,1.6070243892620386,1.1611018944230722,0.7130955535423843,0.8859560023094848,0.037635337561368935,-1.1222857298721545,-0.010410920316412912,0,0,0,0,0,0,0,1,0,0
762,1.6781011930908325,-0.598646165563279,-0.6427745298792317,-0.5729385370720887,0.01607342250645161,0.5218896855919066,-0.13217163967648157,0,0,0,0,0,0,0,1,0,0
796,1.2652104565477185,-0.47490474523615717,-1.3788182894509657,0.7132268012783854,0.03798357769846916,-0.2630917596073528,0.03890668068068749,0,0,0,0,0,0,0,1,0,0
748,1.0350501100825176,1.0581094004223355,0.38768673352119604,1.3342189807060072,0.09748020023107527,-1.712406071954543,2.555475267039677,0,0,0,0,0,0,0,1,0,0
299,0.732400267714758,0.026410495822445375,1.0746609091214812,0.8534634124593253,0.007586318999528884,0.9096290080405857,0.10936555028371389,0,0,1,0,0,0,0,0,0,0
37,-2.172368133576022,-1.592471236310249,0.0932692296925024,-0.27244787035989565,0.00043468925287015736,2.796276419821793,-1.3265090069105774,1,0,0,0,0,0,0,0,0,0
533,-0.6847777148434947,-1.2821965814744387,-1.2152530095461358,0.5717458194657765,0.0005840858211740851,0.2568800727127926,-1.466416583111569,0,0,0,0,0,1,0,0,0,0
741,-0.9997058047541731,-1.180310215159352,-0.6427745298792317,0.33927440769649264,0.009257800877094269,0.556747945798474,-0.6778761259106738,0,0,0,0,0,0,0,1,0,0
577,-0.13408457268720014,-0.8730150982613462,0.7130955535423843,-0.2785831687300795,0.030674792826175686,-0.1703847579865216,0.6506686119958532,0,0,0,0,0,1,0,0,0,0
421,1.3408313216446976,0.6284508698422147,-0.8488667825593171,0.6625802179209097,0.012307256460189821,0.09435959684015494,0.3839495014094865,0,0,0,0,1,0,0,0,0,0
532,-1.6835999741717513,-1.1997179935989792,0.38768673352119604,-1.022121402679174,0.004012824967503548,0.09357620392160045,-1.01141030383181,0,0,0,0,0,1,0,0,0,0
758,-0.24957942457807084,-0.4719144416214401,-1.0391057850332424,-0.35203169890561564,0.0608467161655426,-0.8877941453019216,1.0046225135193003,0,0,0,0,0,0,0,1,0,0
910,0.2727934161321853,0.23951177873324217,1.9333786286218375,0.05119367928947149,0.004462182987481357,0.7088372582376192,-0.7636317495903429,0,0,0,0,0,0,0,0,0,1
208,1.635923616458862,-0.2862908155774434,0.38768673352119604,0.05484295336275966,0.0205423254519701,-0.04486843075540416,0.029093668631520478,0,0,1,0,0,0,0,0,0,0
379,0.11659979665056024,0.9082059254411393,0.0932692296925024,-0.1326498551907421,0.010585128329694271,0.22374292376172653,-0.09407406348559787,0,0,0,1,0,0,0,0,0,0
556,1.0037036522588798,-0.07357490740635084,0.0932692296925024,0.40487051670880275,0.04089083895087242,-1.171188984780269,0.27943370763582165,0,0,0,0,0,1,0,0,0,0
519,-0.5843560957039372,-1.5976152227150884,0.0932692296925024,-1.2960401375622614,0.0008433272014372051,1.2751036911975095,-1.1529413562909359,0,0,0,0,0,1,0,0,0,0
483,0.3629961882260538,0.8459591464619853,-0.8488667825593171,0.8010981537565489,0.011657078750431538,0.08331682821912945,0.17152665234516526,0,0,0,0,1,0,0,0,0,0
160,-1.1993363342094938,-0.8981925496505326,0.0932692296925024,-0.24255852250181792,0.00938101951032877,0.21791785184390627,0.009215103781921119,0,1,0,0,0,0,0,0,0,0
279,-0.8200900296462104,-0.8369752613349275,-1.9308511091297662,-0.031837591536500814,0.0004941039369441569,1.4122794711056075,-1.3841965299496144,0,0,1,0,0,0,0,0,0,0
865,1.1953549010920324,-0.034373610849191535,-1.531103205224428,0.18635305646140546,0.025778450071811683,-1.0947381599882944,-0.4984639607617489,0,0,0,0,0,0,0,0,1,0
194,-1.6014495097698649,-0.1200559911866485,0.0932692296925024,-2.322763514523105,0.0012329831952229142,0.5235054246841903,-0.8020900982830342,0,1,0,0,0,0,0,0,0,0
931,-0.2963598414956522,-0.11691350834233202,-0.17438304651540126,0.4760445578320687,0.04693321883678436,-1.2740959841176476,0.6885136474354716,0,0,0,0,0,0,0,0,0,1
278,-0.7873441067681262,-0.028422198675794236,0.38768673352119604,-2.2596239313148634,0.0010740137659013274,0.5566202730261502,-1.2847676284514369,0,0,1,0,0,0,0,0,0,0
648,1.299020852812046,1.2040204514903023,-0.6427745298792317,-0.6388063427288675,0.02578060887753964,0.03580492053295013,1.7432681337202027,0,0,0,0,0,0,1,0,0,0
416,0.7127208299097619,1.0871635903152017,-1.0391057850332424,-0.47018946448084564,0.01712752878665924,0.11240884511414724,0.1596933142858756,0,0,0,0,1,0,0,0,0,0
181,-2.368464960396682,-1.3696948942974763,1.0746609091214812,-2.1489820712017838,0.0013905788073316214,0.09630505724810691,-1.0297014696734559,0,1,0,0,0,0,0,0,0,0
923,0.04696035285145935,-1.0344210603834139,1.478763365356941,-1.0598134900283491,0.007616731803864241,0.8559675543987134,0.2844845226611282,0,0,0,0,0,0,0,0,0,1
435,0.9982064102090997,1.8476042954379008,-0.4187612117487038,-0.2854019782301327,0.04802016168832779,-1.653294578473312,0.01657486281879638,0,0,0,0,1,0,0,0,0,0
388,0.431816253711511,0.23567080417320987,0.0932692296925024,-0.07257501013211429,0.007161001674830914,0.705353823912325,0.6623215638042391,0,0,0,1,0,0,0,0,0,0
154,0.15389099980008974,-0.7245118911553832,0.38768673352119604,-0.005251298599045272,0.0063420962542295465,0.5294780516574905,0.31644896632128255,0,1,0,0,0,0,0,0,0,0
948,-0.09019504847071756,-0.6984297579672114,0.38768673352119604,1.4784340070381061,0.005645031575113535,-0.4334622303088114,-0.44019920171981974,0,0,0,0,0,0,0,0,0,1
767,0.6777001845831278,0.8396508247285212,-0.4187612117487038,1.2902483720412081,0.1115538328886032,-1.632155534450373,2.085424774434541,0,0,0,0,0,0,0,1,0,0
739,1.4676310980990532,0.06627306039887172,-1.8061985369442304,0.516443520036286,0.06824710220098495,-0.6833647300151129,1.9943657949783,0,0,0,0,0,0,0,1,0,0
925,0.36498316499119315,0.44516029371387533,-0.8488667825593171,-1.3930715483396787,0.012432750314474106,0.10322223475847896,1.294286755220631,0,0,0,0,0,0,0,0,0,1
978,0.39843025912491753,-0.2524891446345578,-1.0391057850332424,-0.3215302573213547,0.004364237189292908,0.8082035256326234,-0.7639203675917889,0,0,0,0,0,0,0,0,0,1
646,1.3007223580128853,1.2704983239657996,-0.17438304651540126,0.36110523307960896,0.02096594125032425,0.03355930598129993,1.4351323399263223,0,0,0,0,0,0,1,0,0,0
122,-1.3966875465674486,-1.2542207839639867,-0.6427745298792317,-1.8150377847941372,0.0006703785620629787,0.8604553861422143,-0.8418833052324137,0,1,0,0,0,0,0,0,0,0
195,-2.1551679961183616,-1.848901084356513,-0.17438304651540126,-0.3446225314109353,0.0009386263554915787,1.6449718599441152,0.4949231229655076,0,1,0,0,0,0,0,0,0,0
227,-0.49553322659910276,0.1609745234229458,-1.3788182894509657,0.5951637413906562,0.016985377296805382,-0.5038556982356812,-0.15140081402282723,0,0,1,0,0,0,0,0,0,0
666,-0.27082705315235833,0.6310335374869976,0.0932692296925024,-0.9737644457584483,0.011089955456554891,0.34630908239880426,0.9727663016096882,0,0,0,0,0,0,1,0,0,0
3,0.13554076866173026,0.31963906978302176,2.4486092603220513,0.8779425038498904,0.0009540272294543684,0.4146406461974404,-1.682014230191797,1,0,0,0,0,0,0,0,0,0
467,0.6788386364563641,1.464359335070988,-1.2152530095461358,1.3098175169281476,0.07218100875616074,-1.4169265677171934,0.5578418472807549,0,0,0,0,1,0,0,0,0,0
949,0.21819305776462414,0.21555978982126123,-0.4187612117487038,0.22668719960901434,0.03241398558020592,-1.2396511297888677,-0.2941945702382796,0,0,0,0,0,0,0,0,0,1
347,-2.3195719564410333,-1.9409572928344214,-0.17438304651540126,-0.9127495303099571,0.0021459199488162994,1.4657969627316518,-0.39748373750579863,0,0,0,1,0,0,0,0,0,0
845,0.16248803153566826,0.9666000518378443,1.9333786286218375,0.7119762204376991,0.12405621260404588,-1.3221166425553619,2.8709708198704327,0,0,0,0,0,0,0,0,1,0
232,-0.5184095189467921,-0.5833731369350689,-1.0391057850332424,-0.1851008924055581,0.00925110187381506,1.2879766356627553,-0.8625916468361705,0,0,1,0,0,0,0,0,0,0
883,-0.8547039789367593,-0.6365165325032952,0.38768673352119604,-1.7669595110030245,0.002718184143304825,0.2662069171120975,-0.7760784009027054,0,0,0,0,0,0,0,0,1,0
786,0.5638032958576628,0.10737933436252751,0.38768673352119604,0.8539415985535914,0.1066107302904129,-1.2976111673630126,1.9465995157389722,0,0,0,0,0,0,0,1,0,0
490,0.6860426745147108,1.272221927086658,-0.17438304651540126,-0.008245395621096519,0.011501707136631012,-0.11895390040821244,0.017765412074761497,0,0,0,0,1,0,0,0,0,0
636,0.6681570061716221,1.718998613836607,1.0746609091214812,1.0836129823325842,0.020387308672070503,-0.28924950517450554,1.35633962553154,0,0,0,0,0,0,1,0,0,0
270,0.29613381442085984,-0.1635142918523865,-0.4187612117487038,0.4109957234893327,0.004284593742340803,1.073298561641499,-0.21424738383771305,0,0,1,0,0,0,0,0,0,0
984,0.34186428446815087,-0.26944417342877164,0.38768673352119604,1.1671534902979057,0.014356039464473724,0.8345884204192965,0.8511138140001618,0,0,0,0,0,0,0,0,0,1
785,0.6538046227678468,0.797796062515684,-0.17438304651540126,0.32812358926940605,0.05363719910383225,-1.0070079493570971,0.43795714493008586,0,0,0,0,0,0,0,1,0,0
772,0.7261169694327314,1.2478305525813012,-0.17438304651540126,0.814704721711576,0.06429357826709747,-1.9710050559095198,0.6672280698288225,0,0,0,0,0,0,0,1,0,0
336,0.9985416803408675,0.6844064791833262,0.7130955535423843,1.1927876805655293,0.08652003109455109,-1.0740931985539237,1.3959885234801965,0,0,0,1,0,0,0,0,0,0
283,0.3278659210761589,-0.7364979214118875,1.0746609091214812,0.33421929755710933,0.002459218492731452,1.455083124679306,-1.0546669267985427,0,0,1,0,0,0,0,0,0,0
412,1.1253989131107172,-0.2433930599876405,-1.0391057850332424,0.6859958110174089,0.005230353213846684,0.1857574600650863,-0.39210822722886524,0,0,0,0,1,0,0,0,0,0
724,0.9281706888271236,0.39604873538453134,-0.17438304651540126,0.6029660927436901,0.06815225630998611,-1.1414544055933336,0.9735239238634842,0,0,0,0,0,0,0,1,0,0
811,-0.11454684963128385,0.4879708290737633,0.0932692296925024,-0.41908565448453433,0.0051627657376229754,0.40918648602812985,-0.7986627595158619,0,0,0,0,0,0,0,0,1,0
8,0.5113956176109344,0.3697775642085119,-1.8061985369442304,1.7185501861066295,0.0025944572407752275,0.8527793099359846,-0.9475896482620437,1,0,0,0,0,0,0,0,0,0
726,0.5258318649582456,-0.5361964809446605,1.478763365356941,0.3423243965996955,0.030334407463669773,-0.6283865226848158,-0.0046385602874911384,0,0,0,0,0,0,0,1,0,0
462,0.11862297259134817,1.1407430870330002,-1.3788182894509657,0.5496483432330167,0.047833535820245736,-1.17146557421337,0.14114960769296442,0,0,0,0,1,0,0,0,0,0
63,-0.7520463437841299,-0.5932885078420596,-1.3788182894509657,0.7116028316205856,0.011074609123170376,1.186894438674788,1.2140870280687992,1,0,0,0,0,0,0,0,0,0
578,-0.7144021539837012,-1.3783191138511761,1.9333786286218375,-0.1396165452930001,0.017958655953407288,0.3249211667197474,-0.18567420169455026,0,0,0,0,0,1,0,0,0,0
635,1.4844849197035503,1.5026866046380034,-0.17438304651540126,0.8915250072449787,0.018821889534592632,-0.16948003064700287,1.4125119040629852,0,0,0,0,0,0,1,0,0,0
222,-1.0285928723753426,-0.7001654040486854,-1.2152530095461358,1.2917419273096626,0.0068295537494122965,-0.3148966243722791,-0.8513355447797731,0,0,1,0,0,0,0,0,0,0
205,1.314664564586018,0.4577152626249237,0.38768673352119604,-0.4157554298994666,0.047688040882349014,-0.9363719197715052,0.8070634915294526,0,0,1,0,0,0,0,0,0,0
567,-0.4401044507295319,-1.7383684197265976,-0.8488667825593171,-0.6124564258720981,0.001791283255442977,-0.3845594094801273,-1.1652076213523945,0,0,0,0,0,1,0,0,0,0
991,0.17594123578474416,0.7938032736642527,1.0746609091214812,0.201514117360861,0.014290823601186275,0.8817687988932265,1.11079786080128,0,0,0,0,0,0,0,0,0,1
610,0.3920223019871424,1.998066855742231,0.38768673352119604,-1.2657184039014147,0.025535011664032936,-0.2651622029233735,2.2183694413506454,0,0,0,0,0,0,1,0,0,0
268,-0.5432279090151277,-0.3592934181392885,1.9333786286218375,-0.32413000607086323,0.0010193792404606938,1.0443604002439817,-1.2774078694145616,0,0,1,0,0,0,0,0,0,0
698,0.7039138163418468,1.606788145829993,1.478763365356941,-0.5784749384102486,0.011355057358741759,0.07094490316703103,0.28744285717595064,0,0,0,0,0,0,1,0,0,0
44,0.80638952196561,0.14073797033003269,0.7130955535423843,-1.1528556177888287,0.005397253204137087,0.5568797561456893,-0.26699232360198577,1,0,0,0,0,0,0,0,0,0
152,-1.0816677493228313,0.11180493991972577,1.9333786286218375,-0.7512200531019511,0.02709284983575344,-1.0673023112670452,0.5556411350197286,0,1,0,0,0,0,0,0,0,0
530,-2.031805852368883,-1.7572718535731648,-0.17438304651540126,-1.6532897858563644,0.0013665783917531373,1.7411288064848742,-0.45463010179212415,0,0,0,0,0,1,0,0,0,0
793,1.018025775955303,0.44837430444548554,0.7130955535423843,0.33373218428738133,0.06192731857299805,-1.0944433063589025,0.6679856920826186,0,0,0,0,0,0,0,1,0,0
21,-0.05647197373918652,-0.7051000983955507,-1.0391057850332424,-0.7370832885521444,0.00039645700599066913,0.7488332770669337,-1.3335801479460065,1,0,0,0,0,0,0,0,0,0
237,-0.4837142118847885,-0.05798766698752973,-1.0391057850332424,-0.24015478347439084,0.020526248961687088,-0.7966473379180423,-0.4475950380068758,0,0,1,0,0,0,0,0,0,0
607,0.09241717443329706,2.482706975606387,1.478763365356941,-1.0198077116824855,0.03168608993291855,-0.34769446865665143,1.5454565709790897,0,0,0,0,0,0,1,0,0,0
573,-0.0020932607663913796,-0.5682526524746586,-0.4187612117487038,0.15270924911482425,0.04290054738521576,-0.5677490824450069,0.6220954298526905,0,0,0,0,0,1,0,0,0,0
805,-0.09956836410782265,-0.17009376266880666,1.478763365356941,-0.2803538545758914,0.005193812772631645,0.7915193894059762,-0.733254704938142,0,0,0,0,0,0,0,0,1,0
301,0.8968071054942635,0.3919048621181015,-0.17438304651540126,0.7324963035802817,0.0810646340250969,-1.2616787631189432,2.0597738495560196,0,0,0,1,0,0,0,0,0,0
210,-0.8852485545155628,-1.067065877230783,0.0932692296925024,-0.6250317109923329,0.012420878745615479,-0.42249493315428827,-0.6479680855108229,0,0,1,0,0,0,0,0,0,0
417,1.0385917953393629,1.2542359478760934,-1.0391057850332424,1.4610190284037452,0.008098323829472065,-0.29122915259304905,-0.5563318700516897,0,0,0,0,1,0,0,0,0,0
204,1.3251771210764591,0.05019716772960972,-0.17438304651540126,-0.4975679472059627,0.043536145240068436,-0.8437119736649731,0.488068445431163,0,0,1,0,0,0,0,0,0,0
552,0.9171743483037994,-0.15238148710860144,-0.6427745298792317,-0.007495512882361721,0.013916544616222382,-0.4840490520743236,-0.6201164483712753,0,0,0,0,0,1,0,0,0,0
956,1.2017145448013509,1.3426367528689125,0.7130955535423843,0.925617502192998,0.11305584013462068,-2.197996007576697,1.7657081833326362,0,0,0,0,0,0,0,0,0,1
386,0.41844510629346354,0.2006542539609326,0.0932692296925024,0.0707725276279979,0.004324404988437891,0.8451131834970569,-0.22020013011753864,0,0,0,1,0,0,0,0,0,0
400,0.176981546655435,1.0046860972543423,-0.17438304651540126,0.7635263892070674,0.022047081962227814,-0.455546289007322,1.0436580982148838,0,0,0,0,1,0,0,0,0,0
439,0.05251726152127728,0.1730277023083374,-1.2152530095461358,-2.4218590435223626,0.04049339890480042,-0.9060267971801248,0.24328430295469905,0,0,0,0,1,0,0,0,0,0
770,-0.01063067519318825,0.716683073386413,0.0932692296925024,1.1116272352057612,0.07798971235752106,-1.4685028596559913,0.781773339152739,0,0,0,0,0,0,0,1,0,0
773,1.2325940192271694,0.5492257060240177,0.38768673352119604,0.28376950019784286,0.08874679356813431,-1.2895911349209963,1.3884483781924175,0,0,0,0,0,0,0,1,0,0
526,-1.9775559520000079,-2.1657535677868403,0.0932692296925024,-1.1344912534510792,0.002450260566547513,2.2081565329022013,-1.0774677489127835,0,0,0,0,0,1,0,0,0,0
228,-0.5603648816542194,-0.7402812357362436,-1.531103205224428,0.9682436006057372,0.004391527734696865,0.04204992323022678,-1.0479204810147402,0,0,1,0,0,0,0,0,0,0
779,-1.3735784122691668,-0.32769633886549127,-0.4187612117487038,-0.32435512614770934,0.015064395964145659,-0.8500402217732367,-0.7447994249959856,0,0,0,0,0,0,0,1,0,0
83,1.4243444010893163,0.5952374792784998,0.7130955535423843,0.5573094123309265,0.008810608647763729,0.3044349059478514,0.3415226551969115,1,0,0,0,0,0,0,0,0,0
218,-0.38454150183242203,-0.10598433911441306,-1.6732357932796593,0.917658343062299,0.01518701668828726,-0.318967817787004,-0.19350296498377542,0,0,1,0,0,0,0,0,0,0
410,0.644173264227554,0.5945473811413964,-1.2152530095461358,-1.1800256703738314,0.009073033928871157,-0.12772121091582875,0.5200689663414981,0,0,0,0,1,0,0,0,0,0
372,-0.34251708016097615,0.6801560439623567,0.7130955535423843,1.1575067068669882,0.01933983713388443,0.43624782596779377,1.921417595112801,0,0,0,1,0,0,0,0,0,0
387,0.29325337570608156,0.07393566779431096,-0.6427745298792317,-1.6496300320553625,0.008249608799815178,0.6815431901133739,-0.08242111167721204,0,0,0,1,0,0,0,0,0,0
11,-1.1643226968825686,-0.14118372336512988,1.9333786286218375,1.4818736865570885,0.00328078493475914,0.13016129250046238,-1.4283550841708659,1,0,0,0,0,0,0,0,0,0
652,1.4300581949711597,1.8987591427517219,1.478763365356941,-0.8794061418245478,0.0343620739877224,-0.7196039269739407,1.3993076304968266,0,0,0,0,0,0,1,0,0,0
777,1.113219473722634,0.8150915786509438,-0.4187612117487038,0.8528082354080905,0.11878135055303575,-1.5062757903599873,2.6345205221857246,0,0,0,0,0,0,0,1,0,0
655,1.4754357820662227,1.4778697121908893,-0.4187612117487038,-0.15679165460410163,0.03511887416243553,-0.10265328578187916,2.226919749643486,0,0,0,0,0,0,1,0,0,0
390,0.13771070033979918,1.304704346434815,0.38768673352119604,1.5691247944097348,0.017737774178385738,-0.04763821768462442,1.0149766843211787,0,0,0,1,0,0,0,0,0,0
856,0.10582794634638731,-0.10149413949573018,1.478763365356941,-0.0258020446486465,0.02777940966188908,-1.2247887836943554,-0.4907795064732468,0,0,0,0,0,0,0,0,1,0
450,1.0718572384077856,0.5925205143759401,-1.0391057850332424,1.0564728163784733,0.009816417470574379,-0.9665138141587706,-1.4640354845996386,0,0,0,0,1,0,0,0,0,0
935,0.9916069165494804,0.961548577266826,0.38768673352119604,1.6525395456424732,0.014863707125186918,-1.7371113723304408,-1.116214715606921,0,0,0,0,0,0,0,0,0,1
547,-0.6570820999940222,-0.24632022929367556,-0.8488667825593171,-1.340344156823631,0.006632708478718996,0.5232463628606315,-0.24242371622888748,0,0,0,0,0,1,0,0,0,0
211,-0.6473721683179204,-0.9524322195729953,-0.4187612117487038,-0.8158167066006752,0.02790277823805809,0.3997008687526184,0.1566267480205109,0,0,1,0,0,0,0,0,0,0
869,0.5596943339091515,-0.19656783948429196,1.0746609091214812,0.13794137207372298,0.020426936447620392,-0.5906213830221272,-0.5572338013062087,0,0,0,0,0,0,0,0,1,0
890,0.5604471601560234,1.116742561340355,1.478763365356941,-0.610133031423822,0.046417031437158585,-0.9279998119657865,0.644968406467293,0,0,0,0,0,0,0,0,1,0
322,0.3465198703939545,0.7085683075605813,0.0932692296925024,1.135486858246936,0.09604552388191223,-1.2462760473652208,1.6553117977795073,0,0,0,1,0,0,0,0,0,0
582,-0.47097116224197305,0.2788331399583601,-1.0391057850332424,-0.00997028117541507,0.10716037452220917,-1.6005739712001685,2.4617104938198793,0,0,0,0,0,1,0,0,0,0
137,-2.029753575897846,-1.1575672665055559,1.478763365356941,-1.4063955517844569,0.0008456633077003063,1.1666758594696798,-0.23333224918333567,0,1,0,0,0,0,0,0,0,0
311,0.43919597907381774,-0.06404199173346255,-1.2152530095461358,0.9207727628840452,0.05567728728055954,-0.5099890205775403,0.6526528607557951,0,0,0,1,0,0,0,0,0,0
817,0.2898537648804203,0.5768358354575893,0.38768673352119604,0.4733469982905505,0.005074013490229845,0.5301955211205853,-0.6149574015954264,0,0,0,0,0,0,0,0,1,0
863,0.13293954913402817,0.45794626850582704,-1.3788182894509657,0.9033212992717127,0.016116619110107422,-0.932191072728219,-0.4865945454522785,0,0,0,0,0,0,0,0,1,0
482,0.5298863408692852,1.5292701629136323,-0.6427745298792317,1.1387394552192966,0.013081301935017107,-0.42971223860056335,0.2321003553986631,0,0,0,0,1,0,0,0,0,0
335,0.27735645933335645,0.28930504162107934,0.0932692296925024,0.8585363769496324,0.10202283412218094,-1.0049422166399808,1.7356558339320622,0,0,0,1,0,0,0,0,0,0
606,-0.18195127597025137,0.6777890547940556,0.0932692296925024,-0.1776245770258875,0.037778202444314964,0.3706415075170862,2.255745472537914,0,0,0,0,0,0,1,0,0,0
371,0.1991640180253246,0.6957531377125914,-0.4187612117487038,0.9287195015967113,0.019602321088314056,0.30163207598601405,1.2476027934867262,0,0,0,1,0,0,0,0,0,0
877,0.37830423537820856,0.20480287142396794,1.0746609091214812,0.24123539050615678,0.00965949147939682,-1.433199791359955,-1.0232436418910997,0,0,0,0,0,0,0,0,1,0
810,-1.9820778290042138,-1.0272806795528588,-0.17438304651540126,0.5129743420244754,0.003600511932745576,2.2221092504314273,-0.022172103875341027,0,0,0,0,0,0,0,0,1,0
858,-0.2639264243529306,-0.0850390760361714,0.0932692296925024,0.6575437384085743,0.032661162316799164,-1.2144450060588714,0.19775481322657856,0,0,0,0,0,0,0,0,1,0
119,-2.5072463742870728,-1.159489031069273,0.0932692296925024,-2.8721129761157522,0.0006571114063262937,0.6848445783585337,-1.099907798525217,0,1,0,0,0,0,0,0,0,0
507,-1.052571555564654,-2.2219135425202197,-1.0391057850332424,-1.0767056466911382,0.00018736852507572618,2.3595310433925034,-0.9285408601666019,0,0,0,0,0,1,0,0,0,0
74,0.9080683112781076,-0.14106767301737785,-0.4187612117487038,-1.5006595381689223,0.010970005765557287,0.7755268181435572,0.41219798830102244,1,0,0,0,0,0,0,0,0,0
498,0.5939033507661909,1.8935076820468417,-0.6427745298792317,1.7160792991942107,0.009676736779510977,-0.060890932728949757,-0.06954153336268033,0,0,0,0,1,0,0,0,0,0
600,0.8460448684507034,1.3351515054389063,-1.2152530095461358,-0.7037728918021335,0.06650624424219131,-0.9040243681998346,1.896812910489522,0,0,0,0,0,0,1,0,0,0
27,-0.5808745121664496,-1.1017627415794422,-1.2152530095461358,-0.8288333046991431,0.00045088143087923527,1.148589918380832,-0.7460260515021315,1,0,0,0,0,0,0,0,0,0
481,0.1621793923829268,1.7371462606699832,-0.8488667825593171,0.8456532983450209,0.003377785673364997,-0.4862621970679739,-1.238696979970605,0,0,0,0,1,0,0,0,0,0
112,-1.7953357071724252,-1.751884453388606,0.0932692296925024,-2.3516514661772816,0.0003737208025995642,1.673088926357083,-0.9006531457768735,0,1,0,0,0,0,0,0,0,0
661,0.4214423720762363,1.599074812024686,-0.6427745298792317,-0.5752320448894732,0.02191973105072975,-0.24315442157836767,1.5045449692741066,0,0,0,0,0,0,1,0,0,0
